area,address,number,price,date,size,transaction_type,full_address,lat,long
Wyndham Downs,"1 Wyndham Downs, Ballincollig, Co Cork",1,290000,2016-10-27,1-38 m2,second-hand,"1 1 Wyndham Downs, Ballincollig, Co Cork, Wyndham Downs",51.88594295587414,-8.620296147557605
Muskerry Estate,"55 Castle Avenue, Muskerry Estate, Ballincollig",55,265000,2016-10-27,1-38 m2,second-hand,"55 55 Castle Avenue, Muskerry Estate, Ballincollig, Muskerry Estate",51.885514844369936,-8.596310161258103
Manor Hill,"25 Manor Hill, Ballincollig, Cork",25,265000,2016-10-28,1-38 m2,second-hand,"25 25 Manor Hill, Ballincollig, Cork, Manor Hill",51.89121035709487,-8.575907457357648
An Caislean,"99 An Caislan, Ballincollig, Cork",99,180000,2016-10-28,1-38 m2,second-hand,"99 99 An Caislan, Ballincollig, Cork, An Caislean",51.88419579207018,-8.604721941977742
Innishmore,"8 Innishmore Grove, Ballincollig, Cork",8,136000,2016-11-01,1-38 m2,second-hand,"8 8 Innishmore Grove, Ballincollig, Cork, Innishmore",51.88897474404985,-8.608958999892096
Town Center,"24 Church View, Ballincollig, Cork",24,240000,2016-11-03,1-38 m2,second-hand,"24 24 Church View, Ballincollig, Cork, Town Center",51.8878563321983,-8.600737381727024
Old Quarter,"42 Waltham Abbey, Old Quarter, Ballincollig",42,368000,2016-11-03,1-38 m2,second-hand,"42 42 Waltham Abbey, Old Quarter, Ballincollig, Old Quarter",51.89135716416238,-8.596625374545809
Maglin,"11 Limeworth, Ballincollig, Cork",11,700000,2016-11-04,1-38 m2,second-hand,"11 11 Limeworth, Ballincollig, Cork, Maglin",51.88135112776452,-8.59523805920491
Old Quarter,"98 Leslies Arch, Old Quarter, Ballincollig",98,316000,2016-11-09,1-38 m2,second-hand,"98 98 Leslies Arch, Old Quarter, Ballincollig, Old Quarter",51.89135716416238,-8.596625374545809
Old Quarry,"Apt 31, Old Quarry, Ballincollig",Apt,230000,2016-11-09,1-38 m2,second-hand,"Apt Apt 31, Old Quarry, Ballincollig, Old Quarry",51.885810656686274,-8.616955372698976
Old Quarter,"158 Leslies Arch, Old Quarter, Ballincollig",158,285000,2016-11-11,1-38 m2,second-hand,"158 158 Leslies Arch, Old Quarter, Ballincollig, Old Quarter",51.89135716416238,-8.596625374545809
Old Quarter,"7 Waltham Abbey, Ballincollig, Cork",7,430000,2016-11-11,1-38 m2,second-hand,"7 7 Waltham Abbey, Ballincollig, Cork, Old Quarter",51.89135716416238,-8.596625374545809
Rosewood,"78 Rosewood Est, Ballincollig, Cork",78,200000,2016-11-15,1-38 m2,second-hand,"78 78 Rosewood Est, Ballincollig, Cork, Rosewood",51.88865181082447,-8.575978970851866
Old Quarter,"98 Millers Court, Old Quarter, Ballincollig",98,405287,2016-11-15,125-1000 m2,new,"98 98 Millers Court, Old Quarter, Ballincollig, Old Quarter",51.89135716416238,-8.596625374545809
Parknamore,"1 Parknamore Rise, Ballincollig, Cork",1,223000,2016-11-16,1-38 m2,second-hand,"1 1 Parknamore Rise, Ballincollig, Cork, Parknamore",51.88458744794133,-8.609309161051812
Church View,"30 Oaklands, Ballincollig, Cork",30,212000,2016-11-16,1-38 m2,second-hand,"30 30 Oaklands, Ballincollig, Cork, Church View",51.88549636879165,-8.592625889887055
Old Quarter,"99 Coopers Grange, Old Quarter, Ballincollig",99,400881,2016-11-16,38-125 m2,new,"99 99 Coopers Grange, Old Quarter, Ballincollig, Old Quarter",51.89135716416238,-8.596625374545809
Glendower Court,"24 Glendower Court, Ballincollig, Cork",24,279000,2016-11-17,1-38 m2,second-hand,"24 24 Glendower Court, Ballincollig, Cork, Glendower Court",51.89097713659068,-8.579260601534097
Fionn Laoi,"18 Riversedge, Fionn Laoi, Ballincollig",18,289775,2016-11-22,38-125 m2,new,"18 18 Riversedge, Fionn Laoi, Ballincollig, Fionn Laoi",51.89295672639931,-8.577244778805012
The Crescent,"5 The Crescent, Old Fort Rd, Ballincollig",5,220000,2016-11-23,1-38 m2,second-hand,"5 5 The Crescent, Old Fort Rd, Ballincollig, The Crescent",51.88974689003794,-8.592724974545812
Muskerry Estate,"84 Maple Lawn, Muskerry Estate, Ballincollig",84,280000,2016-11-23,1-38 m2,second-hand,"84 84 Maple Lawn, Muskerry Estate, Ballincollig, Muskerry Estate",51.885514844369936,-8.596310161258103
Fionn Laoi,"13 Riversedge, Fionn Laoi, Ballincollig",13,295154,2016-11-24,38-125 m2,new,"13 13 Riversedge, Fionn Laoi, Ballincollig, Fionn Laoi",51.89295672639931,-8.577244778805012
Beech Park,"168 Beech Pk, Ballincollig, Cork",168,270000,2016-11-25,1-38 m2,second-hand,"168 168 Beech Pk, Ballincollig, Cork, Beech Park",51.884462825784524,-8.586660730369518
Coolroe,"55 The Close, Coolroe Meadows, Ballincollig",55,340000,2016-12-02,1-38 m2,second-hand,"55 55 The Close, Coolroe Meadows, Ballincollig, Coolroe",51.885279789132504,-8.622716969745719
Greenfield,"17 Fernwalk, Greenfield Killumney Rd, Ballincollig",17,520000,2016-12-05,1-38 m2,second-hand,"17 17 Fernwalk, Greenfield Killumney Rd, Ballincollig, Greenfield",51.88072634468435,-8.611355403381312
Coolroe,"8 The Stables, Coolroe, Ballincollig",8,410000,2016-12-07,1-38 m2,second-hand,"8 8 The Stables, Coolroe, Ballincollig, Coolroe",51.885279789132504,-8.622716969745719
Carrigrohane,"58 Bridgewater, Carrigrohane, Cork",58,425000,2016-12-08,1-38 m2,second-hand,"58 58 Bridgewater, Carrigrohane, Cork, Carrigrohane",51.89118108080445,-8.570433423222292
Fionn Laoi,"15 Riversedge, Fionn Laoi, Poulavone Ballincollig",15,289775,2016-12-09,38-125 m2,new,"15 15 Riversedge, Fionn Laoi, Poulavone Ballincollig, Fionn Laoi",51.89295672639931,-8.577244778805012
Classis Lake,"4 Fernway, Classis Lake, Ballincollig",4,178000,2016-12-09,1-38 m2,second-hand,"4 4 Fernway, Classis Lake, Ballincollig, Classis Lake",51.88586099008718,-8.62822296864587
Coolroe,"48 Willowgrove, Coolroe Heights, Ballinco",48,285000,2016-12-09,1-38 m2,second-hand,"48 48 Willowgrove, Coolroe Heights, Ballinco, Coolroe",51.885279789132504,-8.622716969745719
Manor Hill,"66 Manor Hill, Ballincollig, Cork",66,254000,2016-12-09,1-38 m2,second-hand,"66 66 Manor Hill, Ballincollig, Cork, Manor Hill",51.89121035709487,-8.575907457357648
Greenfield,"53 Fernwalk, Greenfields, Ballincollig",53,580000,2016-12-12,1-38 m2,second-hand,"53 53 Fernwalk, Greenfields, Ballincollig, Greenfield",51.88072634468435,-8.611355403381312
Inniscarra View,"14 Sweetbriar Lane, Inniscarra View Estate, Ballincollig",14,243000,2016-12-13,1-38 m2,second-hand,"14 14 Sweetbriar Lane, Inniscarra View Estate, Ballincollig, Inniscarra View",51.88901621244116,-8.572065214668026
An Caislean,"187 An Caislean View, Ballincollig, Cork",187,260000,2016-12-16,1-38 m2,second-hand,"187 187 An Caislean View, Ballincollig, Cork, An Caislean",51.88419579207018,-8.604721941977742
Old Quarter,"46 Coopers Grange, The Old Quarter, Ballincollig",46,248458,2016-12-16,38-125 m2,new,"46 46 Coopers Grange, The Old Quarter, Ballincollig, Old Quarter",51.89135716416238,-8.596625374545809
Carriganarra,"Carriganarra, Ballincollig, Cork",1,430000,2016-12-16,1-38 m2,second-hand,"1 Carriganarra, Ballincollig, Cork, Carriganarra",51.88456579585057,-8.579854607281877
Old Quarter,"29 Millers Court, Old Quarter, Ballincollig",29,365638,2016-12-18,125-1000 m2,new,"29 29 Millers Court, Old Quarter, Ballincollig, Old Quarter",51.89135716416238,-8.596625374545809
Carrigrohane,"28 Bridgewater, Carrigrohane, Cork",28,472000,2016-12-20,1-38 m2,second-hand,"28 28 Bridgewater, Carrigrohane, Cork, Carrigrohane",51.89118108080445,-8.570433423222292
Town Center,"2 The Mews, Chapel Lane Row, Ballincollig",2,220000,2016-12-21,1-38 m2,second-hand,"2 2 The Mews, Chapel Lane Row, Ballincollig, Town Center",51.8878563321983,-8.600737381727024
Old Quarter,"99 Millers Court, Old Quarter, Ballincollig",99,480176,2016-12-22,125-1000 m2,new,"99 99 Millers Court, Old Quarter, Ballincollig, Old Quarter",51.89135716416238,-8.596625374545809
Old Quarter,"5 Waltham Abbey, Old Quarter, Ballincollig",5,495000,2016-12-23,125-1000 m2,new,"5 5 Waltham Abbey, Old Quarter, Ballincollig, Old Quarter",51.89135716416238,-8.596625374545809
Carrigrohane,"13 St Marys Place, Carrigrohane, Cork",13,225000,2017-01-12,1-38 m2,second-hand,"13 13 St Marys Place, Carrigrohane, Cork, Carrigrohane",51.89118108080445,-8.570433423222292
Coolroe,"24 The Stables, Coolroe, Ballincollig",24,308370,2017-01-18,38-125 m2,new,"24 24 The Stables, Coolroe, Ballincollig, Coolroe",51.885279789132504,-8.622716969745719
Carriganarra,"Avondale, Carriganarra, Ballincollig",1,404000,2017-01-19,1-38 m2,second-hand,"1 Avondale, Carriganarra, Ballincollig, Carriganarra",51.88456579585057,-8.579854607281877
An Caislean,"25 Caislean Close, Ballincollig, Cork",25,240000,2017-01-24,1-38 m2,second-hand,"25 25 Caislean Close, Ballincollig, Cork, An Caislean",51.88419579207018,-8.604721941977742
Old Quarter,"71 Leslies Arch, Old Quarter, Ballincollig",71,345000,2017-01-24,1-38 m2,second-hand,"71 71 Leslies Arch, Old Quarter, Ballincollig, Old Quarter",51.89135716416238,-8.596625374545809
Carrigrohanebeg,"156 Carriglee, Leesdale, Ballincollig",156,140000,2017-01-25,1-38 m2,second-hand,"156 156 Carriglee, Leesdale, Ballincollig, Carrigrohanebeg",51.89309917070151,-8.580849757357647
An Caislean,"13 Tara, An Caislean, Ballincollig",13,118000,2017-01-26,1-38 m2,second-hand,"13 13 Tara, An Caislean, Ballincollig, An Caislean",51.88419579207018,-8.604721941977742
Carrigrohane,"Carrigrohane Castle, Carrigrohane, Cork",1,1500000,2017-01-27,1-38 m2,second-hand,"1 Carrigrohane Castle, Carrigrohane, Cork, Carrigrohane",51.89118108080445,-8.570433423222292
Old Quarter,"103 Coopers Grange, Old Quarter, Ballincollig",103,350026,2017-01-31,38-125 m2,new,"103 103 Coopers Grange, Old Quarter, Ballincollig, Old Quarter",51.89135716416238,-8.596625374545809
Inniscarra View,"12 Greystones, Ballincollig, Co. Cork",12,255000,2017-01-31,1-38 m2,second-hand,"12 12 Greystones, Ballincollig, Co. Cork, Inniscarra View",51.88901621244116,-8.572065214668026
Maglin,"13 Glincool Grove, Ballincollig, Cork",13,285000,2017-02-10,1-38 m2,second-hand,"13 13 Glincool Grove, Ballincollig, Cork, Maglin",51.88135112776452,-8.59523805920491
An Caislean,"91 An Caislean Ballincollig, Ballincollig, Cork",91,195000,2017-02-10,1-38 m2,second-hand,"91 91 An Caislean Ballincollig, Ballincollig, Cork, An Caislean",51.88419579207018,-8.604721941977742
Westcourt,"22 Westcourt, Ballincollig, Cork",22,262000,2017-02-17,1-38 m2,second-hand,"22 22 Westcourt, Ballincollig, Cork, Westcourt",51.88681255417706,-8.616295628522487
An Caislean,"44 Caislean Dr, An Caislean, Ballincollig",44,195000,2017-02-17,1-38 m2,second-hand,"44 44 Caislean Dr, An Caislean, Ballincollig, An Caislean",51.88419579207018,-8.604721941977742
Old Quarter,"101  Coopers Grange, Old Quarter, Ballincollig",101,361233,2017-02-21,38-125 m2,new,"101 101  Coopers Grange, Old Quarter, Ballincollig, Old Quarter",51.89135716416238,-8.596625374545809
Old Quarter,"47 Coopers Grange, Old Quarter, Ballincollig",47,248458,2017-02-22,38-125 m2,new,"47 47 Coopers Grange, Old Quarter, Ballincollig, Old Quarter",51.89135716416238,-8.596625374545809
An Caislean,"19 Caislean Close, Ballincollig, Cork",19,250000,2017-02-23,1-38 m2,second-hand,"19 19 Caislean Close, Ballincollig, Cork, An Caislean",51.88419579207018,-8.604721941977742
Wyndham Downs,"64 Wyndham Downs, Ballincollig, Cork",64,300000,2017-02-23,1-38 m2,second-hand,"64 64 Wyndham Downs, Ballincollig, Cork, Wyndham Downs",51.88594295587414,-8.620296147557605
Coolroe,"10 The Vale, Coolroe Meadows, Ballincollig",10,487500,2017-02-24,1-38 m2,second-hand,"10 10 The Vale, Coolroe Meadows, Ballincollig, Coolroe",51.885279789132504,-8.622716969745719
Carrigrohanebeg,"The Willows, West Village, Ballincollig",The,422000,2017-02-24,1-38 m2,second-hand,"The The Willows, West Village, Ballincollig, Carrigrohanebeg",51.89309917070151,-8.580849757357647
Leecourt,"120 Leecourt, Ballincollig, Cork",120,230000,2017-02-28,1-38 m2,second-hand,"120 120 Leecourt, Ballincollig, Cork, Leecourt",51.8915162277775,-8.581342570851831
Old Quarter,"23 Waltham Abbey, Old Quarter, Ballincollig",23,430000,2017-02-28,1-38 m2,second-hand,"23 23 Waltham Abbey, Old Quarter, Ballincollig, Old Quarter",51.89135716416238,-8.596625374545809
Coolroe Heights,"10 Willow Grove, Ballincollig, Cork",10,400000,2017-03-01,1-38 m2,second-hand,"10 10 Willow Grove, Ballincollig, Cork, Coolroe Heights",51.8915162277775,-8.581342570851831
Rosewood,"167 Rosewood Est, Ballincollig, Cork",167,253000,2017-03-01,1-38 m2,second-hand,"167 167 Rosewood Est, Ballincollig, Cork, Rosewood",51.88865181082447,-8.575978970851866
Greenfield,"52 Woodberry, Greenfields, Ballincollig",52,610000,2017-03-01,1-38 m2,second-hand,"52 52 Woodberry, Greenfields, Ballincollig, Greenfield",51.88072634468435,-8.611355403381312
Old Quarter,"100 Coopers Grange, Old Quarter, Ballincollig",100,361200,2017-03-02,125-1000 m2,new,"100 100 Coopers Grange, Old Quarter, Ballincollig, Old Quarter",51.89135716416238,-8.596625374545809
Fionn Laoi,"39 Riversedge, Ballincollig",39,301762,2017-03-02,125-1000 m2,new,"39 39 Riversedge, Ballincollig, Fionn Laoi",51.89295672639931,-8.577244778805012
Town Center,"No. 9 Ros Nua, Poulavone, Ballincollig",No.,286344,2017-03-02,38-125 m2,new,"No. No. 9 Ros Nua, Poulavone, Ballincollig, Town Center",51.8878563321983,-8.600737381727024
Beech Park,"48 Aisling Lawn, Ballincolling, Cork",48,250000,2017-03-03,1-38 m2,second-hand,"48 48 Aisling Lawn, Ballincolling, Cork, Beech Park",51.884462825784524,-8.586660730369518
Carrigrohane,"6 Ros Nua, Poulavone, Carrigrohane",6,303964,2017-03-03,38-125 m2,new,"6 6 Ros Nua, Poulavone, Carrigrohane, Carrigrohane",51.89118108080445,-8.570433423222292
West Village,"17 The Meadows, West Village, Ballincollig",17,243000,2017-03-10,1-38 m2,second-hand,"17 17 The Meadows, West Village, Ballincollig, West Village",51.88675485217772,-8.606397553304374
Fionn Laoi,"38 Riversedge, Fionn Laoi, Ballincollig",38,298425,2017-03-10,38-125 m2,new,"38 38 Riversedge, Fionn Laoi, Ballincollig, Fionn Laoi",51.89295672639931,-8.577244778805012
Poulavone,"4 Ros Nua, Poulavane, Ballincollig",4,345000,2017-03-14,125-1000 m2,new,"4 4 Ros Nua, Poulavane, Ballincollig, Poulavone",51.88981650617725,-8.578091660127056
Coolroe Heights,"62 Willow Grove, Coolroe Heights, Ballincollig",62,325000,2017-03-20,1-38 m2,second-hand,"62 62 Willow Grove, Coolroe Heights, Ballincollig, Coolroe Heights",51.8915162277775,-8.581342570851831
An Caislean,"158 Caislean View, Ballincollig, Cork",158,209500,2017-03-22,1-38 m2,second-hand,"158 158 Caislean View, Ballincollig, Cork, An Caislean",51.88419579207018,-8.604721941977742
Coolroe Heights,"30 Willow Grove, Coolroe Heights, Ballincollig",30,266000,2017-03-22,1-38 m2,second-hand,"30 30 Willow Grove, Coolroe Heights, Ballincollig, Coolroe Heights",51.8915162277775,-8.581342570851831
Old Quarter,"26 Waltham Abbey, Old Quarter, Ballincollig",26,383260,2017-03-23,38-125 m2,new,"26 26 Waltham Abbey, Old Quarter, Ballincollig, Old Quarter",51.89135716416238,-8.596625374545809
Town Center,"10 Ros Nua, Poulavone, Ballincollig",10,286343,2017-03-24,125-1000 m2,new,"10 10 Ros Nua, Poulavone, Ballincollig, Town Center",51.8878563321983,-8.600737381727024
Poulavone,"7 Ros Nua, Poulavane, Ballincollig",7,253303,2017-03-27,38-125 m2,new,"7 7 Ros Nua, Poulavane, Ballincollig, Poulavone",51.88981650617725,-8.578091660127056
The Maltings,"23 Grananry Court, The Maltings, Ballincollig",23,192000,2017-03-28,1-38 m2,second-hand,"23 23 Grananry Court, The Maltings, Ballincollig, The Maltings",51.88503727921537,-8.591352822622822
Town Center,"6 Chapel Gate, Time Sq, Ballincollig",6,180000,2017-03-28,1-38 m2,second-hand,"6 6 Chapel Gate, Time Sq, Ballincollig, Town Center",51.8878563321983,-8.600737381727024
An Caislean,"131 An Caislean, Ballincollig, Cork",131,210000,2017-03-29,1-38 m2,second-hand,"131 131 An Caislean, Ballincollig, Cork, An Caislean",51.88419579207018,-8.604721941977742
Town Center,"Unit 148 North East Quadrant, Castlewest Town Centre, Ballincollig",Unit,144914,2017-03-29,38-125 m2,new,"Unit Unit 148 North East Quadrant, Castlewest Town Centre, Ballincollig, Town Center",51.8878563321983,-8.600737381727024
Town Center,"Unit 149 North East Quadrant, Castlewest Town Centre, Ballincollig",Unit,144914,2017-03-29,38-125 m2,new,"Unit Unit 149 North East Quadrant, Castlewest Town Centre, Ballincollig, Town Center",51.8878563321983,-8.600737381727024
Town Center,"Unit 153 North East Quadrant, Castlewest Town Centre, Ballincollig",Unit,144914,2017-03-29,38-125 m2,new,"Unit Unit 153 North East Quadrant, Castlewest Town Centre, Ballincollig, Town Center",51.8878563321983,-8.600737381727024
Town Center,"Unit 154 North East Quadrant, Castlewest Town Centre, Ballincollig",Unit,144914,2017-03-29,38-125 m2,new,"Unit Unit 154 North East Quadrant, Castlewest Town Centre, Ballincollig, Town Center",51.8878563321983,-8.600737381727024
Town Center,"Unit 155 North East Quadrant, Castlewest Town Centre, Ballincollig",Unit,144914,2017-03-29,38-125 m2,new,"Unit Unit 155 North East Quadrant, Castlewest Town Centre, Ballincollig, Town Center",51.8878563321983,-8.600737381727024
Town Center,"Unit 156 North East Quadrant, Castlewest Town Centre, Ballincollig",Unit,144914,2017-03-29,38-125 m2,new,"Unit Unit 156 North East Quadrant, Castlewest Town Centre, Ballincollig, Town Center",51.8878563321983,-8.600737381727024
Town Center,"Unit147 North East Quadrant, Castlewest Town Centre, Ballincollig",1,144914,2017-03-29,38-125 m2,new,"1 Unit147 North East Quadrant, Castlewest Town Centre, Ballincollig, Town Center",51.8878563321983,-8.600737381727024
Coolroe Meadows,"19 Aylesbury, Ballincollig, Cork",19,222500,2017-03-30,1-38 m2,second-hand,"19 19 Aylesbury, Ballincollig, Cork, Coolroe Meadows",51.88363432099277,-8.616138226350916
Fionn Laoi,"11 Riversedge, Fionn Laoi, Ballincollig",11,356829,2017-03-31,125-1000 m2,new,"11 11 Riversedge, Fionn Laoi, Ballincollig, Fionn Laoi",51.89295672639931,-8.577244778805012
Fionn Laoi,"35 Riversedge  Fionn Laoi, Poulavone  Ballincollig",35,345000,2017-03-31,38-125 m2,new,"35 35 Riversedge  Fionn Laoi, Poulavone  Ballincollig, Fionn Laoi",51.89295672639931,-8.577244778805012
Wyndham Downs,"15 The Groves, Wyndham Downs, Ballincollig",15,255000,2017-04-05,1-38 m2,second-hand,"15 15 The Groves, Wyndham Downs, Ballincollig, Wyndham Downs",51.88594295587414,-8.620296147557605
Coolroe,"6 The Stables, Coolroe, Ballincollig",6,320000,2017-04-11,1-38 m2,second-hand,"6 6 The Stables, Coolroe, Ballincollig, Coolroe",51.885279789132504,-8.622716969745719
Old Quarter,"95 Leslies Arch, Old Quarter, Ballincollig",95,200000,2017-04-21,1-38 m2,second-hand,"95 95 Leslies Arch, Old Quarter, Ballincollig, Old Quarter",51.89135716416238,-8.596625374545809
Town Center,"5 Ros Nua, Poulavone, Ballincollig",5,308370,2017-04-24,38-125 m2,new,"5 5 Ros Nua, Poulavone, Ballincollig, Town Center",51.8878563321983,-8.600737381727024
Carrigrohane,"8 Highfield Park, Carrigrohane, Ballincollig Cork",8,264000,2017-05-02,1-38 m2,second-hand,"8 8 Highfield Park, Carrigrohane, Ballincollig Cork, Carrigrohane",51.89118108080445,-8.570433423222292
An Caislean,"76 An Caislean, Killumney Rd, Ballincollig",76,236500,2017-05-03,1-38 m2,second-hand,"76 76 An Caislean, Killumney Rd, Ballincollig, An Caislean",51.88419579207018,-8.604721941977742
Old Quarter,"20 Leslie Arch Apts, Old Quarter, Ballincollig",20,192500,2017-05-11,1-38 m2,second-hand,"20 20 Leslie Arch Apts, Old Quarter, Ballincollig, Old Quarter",51.89135716416238,-8.596625374545809
Town Center,"3 Ros Nua, Poulavone, Ballincollig",3,303964,2017-05-12,38-125 m2,new,"3 3 Ros Nua, Poulavone, Ballincollig, Town Center",51.8878563321983,-8.600737381727024
The Maltings,"4 Barley Grove, The Maltings, Ballincollig",4,197000,2017-05-12,1-38 m2,second-hand,"4 4 Barley Grove, The Maltings, Ballincollig, The Maltings",51.88503727921537,-8.591352822622822
An Caislean,"67 An Caislean, Ballincollig, Cork",67,180000,2017-05-12,1-38 m2,second-hand,"67 67 An Caislean, Ballincollig, Cork, An Caislean",51.88419579207018,-8.604721941977742
Maglin,"25 Limeworth, Carrigrohane, Cork",25,635000,2017-05-18,1-38 m2,second-hand,"25 25 Limeworth, Carrigrohane, Cork, Maglin",51.88135112776452,-8.59523805920491
Old Quarter,"35 Millers Court, Old Quarter, Ballincollig",35,255175,2017-05-18,1-38 m2,new,"35 35 Millers Court, Old Quarter, Ballincollig, Old Quarter",51.89135716416238,-8.596625374545809
Old Quarter,"37  Millers Court, Old Quarter, Ballincollig",37,259912,2017-05-18,38-125 m2,new,"37 37  Millers Court, Old Quarter, Ballincollig, Old Quarter",51.89135716416238,-8.596625374545809
Old Quarter,"38 Millers Court, Old Quarter, Ballincollig",38,303964,2017-05-18,125-1000 m2,new,"38 38 Millers Court, Old Quarter, Ballincollig, Old Quarter",51.89135716416238,-8.596625374545809
Town Center,"5A Tus Abhaile, Time Sq, Ballincollig",5A,155000,2017-05-18,1-38 m2,second-hand,"5A 5A Tus Abhaile, Time Sq, Ballincollig, Town Center",51.8878563321983,-8.600737381727024
Greenfield,"69 Oldcourt, Greenfields, Ballincolig",69,467500,2017-05-19,1-38 m2,second-hand,"69 69 Oldcourt, Greenfields, Ballincolig, Greenfield",51.88072634468435,-8.611355403381312
Carrigrohane,"Apartment 3 The Square, Highfield Park, Carrigrohane Ballincollig",,170000,2017-05-19,1-38 m2,second-hand," Apartment 3 The Square, Highfield Park, Carrigrohane Ballincollig, Carrigrohane",51.89118108080445,-8.570433423222292
Old Quarter,"41 Miller'S Court, Old Quarter, Ballincollig",41,255506,2017-05-23,38-125 m2,new,"41 41 Miller'S Court, Old Quarter, Ballincollig, Old Quarter",51.89135716416238,-8.596625374545809
Old Quarter,"52 Leslies Arch, Old Quarter, Ballincollig",52,347500,2017-05-25,1-38 m2,second-hand,"52 52 Leslies Arch, Old Quarter, Ballincollig, Old Quarter",51.89135716416238,-8.596625374545809
Town Center,"No 8 Ros Nua, Poulavone, Ballincollig",No,290749,2017-05-28,38-125 m2,new,"No No 8 Ros Nua, Poulavone, Ballincollig, Town Center",51.8878563321983,-8.600737381727024
Old Quarter,"36 Miller'S Court, Old Quarter, Ballincollig",36,265175,2017-05-29,38-125 m2,new,"36 36 Miller'S Court, Old Quarter, Ballincollig, Old Quarter",51.89135716416238,-8.596625374545809
Old Quarter,"85 Millers Court, Old Quarter, Ballincollig",85,303964,2017-05-30,38-125 m2,new,"85 85 Millers Court, Old Quarter, Ballincollig, Old Quarter",51.89135716416238,-8.596625374545809
Coolroe,"21 The Close, Coolroe Meadows, Ballincollig",21,330000,2017-06-01,1-38 m2,second-hand,"21 21 The Close, Coolroe Meadows, Ballincollig, Coolroe",51.885279789132504,-8.622716969745719
The Crescent,"58 The Crescent Old Fort Rd, Ballincollig, Cork",58,231000,2017-06-02,1-38 m2,second-hand,"58 58 The Crescent Old Fort Rd, Ballincollig, Cork, The Crescent",51.88974689003794,-8.592724974545812
Inniscarra View,"1 Sweetbriar Lane, Inniscarra View Estate, Ballincollig",1,360000,2017-06-09,1-38 m2,second-hand,"1 1 Sweetbriar Lane, Inniscarra View Estate, Ballincollig, Inniscarra View",51.88901621244116,-8.572065214668026
Old Quarter,"34 Millers Court, Old Quarter, Ballincollig",34,295000,2017-06-09,38-125 m2,new,"34 34 Millers Court, Old Quarter, Ballincollig, Old Quarter",51.89135716416238,-8.596625374545809
Aylsbury,"8 Aylsbury Crescent, Ballincollig, Cork",8,320000,2017-06-12,1-38 m2,second-hand,"8 8 Aylsbury Crescent, Ballincollig, Cork, Aylsbury",51.88284449037205,-8.620440916875388
Town Center,"2 Ros Nua, Poulavone, Ballincollig",2,308370,2017-06-14,38-125 m2,new,"2 2 Ros Nua, Poulavone, Ballincollig, Town Center",51.8878563321983,-8.600737381727024
Coolroe,"3 The Stables, Ballincollig, Cork",3,285000,2017-06-15,1-38 m2,second-hand,"3 3 The Stables, Ballincollig, Cork, Coolroe",51.885279789132504,-8.622716969745719
Maglin,"5 Glincool Gardens, Maglin Rd Ballincollig, Cork",5,265000,2017-06-16,1-38 m2,second-hand,"5 5 Glincool Gardens, Maglin Rd Ballincollig, Cork, Maglin",51.88135112776452,-8.59523805920491
Parknamore,"28 Parknamore Heights, Ballincollig, Cork",28,255000,2017-06-19,1-38 m2,second-hand,"28 28 Parknamore Heights, Ballincollig, Cork, Parknamore",51.88458744794133,-8.609309161051812
Town Center,"1 The Mews, Chapel Lane Row, Ballincollig",1,215000,2017-06-20,1-38 m2,second-hand,"1 1 The Mews, Chapel Lane Row, Ballincollig, Town Center",51.8878563321983,-8.600737381727024
Westcourt,"21 Westcourt, Ballincollig, Cork",21,262000,2017-06-22,1-38 m2,second-hand,"21 21 Westcourt, Ballincollig, Cork, Westcourt",51.88681255417706,-8.616295628522487
Old Quarter,"144 Leslies Arch, Old Quarter, Ballincollig",144,330000,2017-06-23,1-38 m2,second-hand,"144 144 Leslies Arch, Old Quarter, Ballincollig, Old Quarter",51.89135716416238,-8.596625374545809
Old Quarter,"42 Millers Court, Old Quarter, Ballincollig",42,255175,2017-06-23,38-125 m2,new,"42 42 Millers Court, Old Quarter, Ballincollig, Old Quarter",51.89135716416238,-8.596625374545809
Old Quarter,"127 Leslies Arch, Old Quarter, Ballincollig",127,173000,2017-06-27,1-38 m2,second-hand,"127 127 Leslies Arch, Old Quarter, Ballincollig, Old Quarter",51.89135716416238,-8.596625374545809
The Cloisters,"58A The Cloisters, Ballincollig, The Cloisters",58A,320000,2017-06-28,1-38 m2,second-hand,"58A 58A The Cloisters, Ballincollig, The Cloisters, The Cloisters",51.88453436126935,-8.578108099687265
Church View,"45 Oaklands, Ballincollig, Cork",45,210000,2017-06-30,1-38 m2,second-hand,"45 45 Oaklands, Ballincollig, Cork, Church View",51.88549636879165,-8.592625889887055
The Maltings,"48 Distillery Court, The Maltings, Ballincollig",48,207000,2017-06-30,1-38 m2,second-hand,"48 48 Distillery Court, The Maltings, Ballincollig, The Maltings",51.88503727921537,-8.591352822622822
Old Quarter,"43 Millers Court, Old Quarter, Ballincollig",43,211453,2017-07-03,38-125 m2,new,"43 43 Millers Court, Old Quarter, Ballincollig, Old Quarter",51.89135716416238,-8.596625374545809
Town Center,"1 Ros Nua, Poulavone, Ballincollig",1,302440,2017-07-04,38-125 m2,new,"1 1 Ros Nua, Poulavone, Ballincollig, Town Center",51.8878563321983,-8.600737381727024
