date,address,county,price,description,size,locality
2014-10-20,"The Cedars, Ministers Cross, Carrigrohane",Cork,365000,second-hand,1-38 m2,Ballincollig
2014-10-23,"108 Oldcourt, Greenfields, Ballincollig",Cork,252000,second-hand,1-38 m2,Ballincollig
2014-10-23,"57 The Green, Coolroe Meadows, Ballincollig",Cork,291000,second-hand,1-38 m2,Ballincollig
2014-10-24,"2 Maglin Crescent, Maglin, Ballincollig",Cork,240000,second-hand,1-38 m2,Ballincollig
2014-10-30,"2 Maglin Grove, Ballincollig, Co. Cork",Cork,251102,new,38-125 m2,Ballincollig
2014-10-31,"7 Ashmore, Caslepark",Cork,217000,second-hand,1-38 m2,Ballincollig
2014-11-03,"8 The Close, Coolroe Meadows, Ballincollig",Cork,410000,second-hand,1-38 m2,Ballincollig
2014-11-06,"10 City West Mews, Ballincollig, Cork",Cork,155000,second-hand,1-38 m2,Ballincollig
2014-11-06,"3 Wyndham Lawn, Coolroe, Ballincollig",Cork,377000,second-hand,1-38 m2,Ballincollig
2014-11-06,"5 The Lawn, Coolroe Meadows, Ballingcollig",Cork,199000,second-hand,1-38 m2,Ballincollig
2014-11-17,"130 Beech Park, Ballincollig, Cork",Cork,235000,second-hand,1-38 m2,Ballincollig
2014-11-18,"11 Highfield Park, The Square, Ballincollig",Cork,205000,second-hand,1-38 m2,Ballincollig
2014-11-20,"152 Rosewood Est, Ballincollig, Cork",Cork,182000,second-hand,1-38 m2,Ballincollig
2014-11-20,"49 Aylsbury, Ballincollig, Cork",Cork,225000,second-hand,1-38 m2,Ballincollig
2014-11-25,"91 Beech Rd, Muskerry Estate, Ballincollig",Cork,191000,second-hand,1-38 m2,Ballincollig
2014-11-26,"110 Coopers Grange, Old Quarter, Ballincollig",Cork,400000,second-hand,1-38 m2,Ballincollig
2014-11-28,"50 Woodberry, Greenfields, Ballincollig",Cork,468000,second-hand,1-38 m2,Ballincollig
2014-12-03,"97 Shamrock Dr, Muskerry East, Ballincollig",Cork,195000,second-hand,1-38 m2,Ballincollig
2014-12-05,"1 Station Rd, Ballincollig, Cork",Cork,115000,second-hand,1-38 m2,Ballincollig
2014-12-05,"123 Coopers Grange, Old Quarter, Ballincollig",Cork,200000,second-hand,1-38 m2,Ballincollig
2014-12-05,"49 Carrigamarra, Ballincollig, Cork",Cork,195000,second-hand,1-38 m2,Ballincollig
2014-12-09,"95 Manor Hill, Carrigrohane, Ballincollig",Cork,247000,second-hand,1-38 m2,Ballincollig
2014-12-10,"21 Rosewood Est, Ballincollig, Cork",Cork,205000,second-hand,1-38 m2,Ballincollig
2014-12-11,"3 Maglin Grove, Ballincollig, County Cork",Cork,255506,new,38-125 m2,Ballincollig
2014-12-16,"27 The Avenue, Highfield Park, Carrigrohane",Cork,285000,second-hand,1-38 m2,Ballincollig
2014-12-17,"Ballinguilly, Ballincollig, Cork",Cork,1055680,second-hand,1-38 m2,Ballincollig
2014-12-17,"Elm Vale, Poulavone, Ballincollig",Cork,180000,second-hand,1-38 m2,Ballincollig
2014-12-19,"40 Church View, Ballincollig, Cork",Cork,225000,second-hand,1-38 m2,Ballincollig
2014-12-19,"45 Tuairin Glas, Greenfields Rd, Ballincollig",Cork,195000,second-hand,1-38 m2,Ballincollig
2014-12-19,"59 Castle Ave, Muskerry Estate, Ballincollig",Cork,205000,second-hand,1-38 m2,Ballincollig
2014-12-22,"3 Cranford Grove, Ballincollig, Cork",Cork,215259,second-hand,1-38 m2,Ballincollig
2014-12-22,"47 Castle Ave, Muskerry Estate, Ballincollig",Cork,25000,second-hand,1-38 m2,Ballincollig
2014-12-22,"59 Willow Grove, Ballincollig, Cork",Cork,219839,second-hand,1-38 m2,Ballincollig
2014-12-22,"8 Cranford Pines, Ballincollig, Cork",Cork,180000,second-hand,1-38 m2,Ballincollig
2014-12-22,"B06 Eden Hall, Model Farm Rd, Carrigrohane",Cork,77860,second-hand,1-38 m2,Ballincollig
2014-12-22,"D02 Eden Hall, Model Farm Rd, Carrigrohane",Cork,77860,second-hand,1-38 m2,Ballincollig
2014-12-22,"F06 Eden Hall, Carrigrohane, Model Farm Rd",Cork,77860,second-hand,1-38 m2,Ballincollig
2014-12-22,"Suaineas Ballyburden, Ballincollig, Cork",Cork,490000,second-hand,1-38 m2,Ballincollig
2014-12-23,"11 The Grove, Wyndham Downs, Ballincollig",Cork,219500,second-hand,1-38 m2,Ballincollig
2015-01-13,"1 Westgrove, Ballincollig, Cork",Cork,180000,second-hand,1-38 m2,Ballincollig
2015-01-13,"182 Rosewood, Ballincollig, Cork",Cork,208000,second-hand,1-38 m2,Ballincollig
2015-01-21,"88 Coopers Grange, Old Quarter, Ballincollig",Cork,269000,second-hand,1-38 m2,Ballincollig
2015-01-23,"12 Prospect Lawn, Coolroe, Ballincollig",Cork,337000,second-hand,1-38 m2,Ballincollig
2015-01-27,"27 Westgrove, Ballincollig, Cork",Cork,253000,second-hand,1-38 m2,Ballincollig
2015-01-29,"58 Manor Hill, Ballincollig, Cork",Cork,191000,second-hand,1-38 m2,Ballincollig
2015-01-30,"19 Westcourt, Ballincolly, Co. Cork",Cork,179000,second-hand,1-38 m2,Ballincollig
2015-01-30,"26 Highfield Park, Ballincollig, Cork",Cork,190500,second-hand,1-38 m2,Ballincollig
2015-01-30,"Gate Lodge, Powdermills, Ballincollig",Cork,185000,second-hand,1-38 m2,Ballincollig
2015-02-02,"69 Castlepark, Ballincollig, Cork",Cork,125000,second-hand,1-38 m2,Ballincollig
2015-02-04,"34 Distillery Court, The Maltings, Ballincollig",Cork,120000,second-hand,1-38 m2,Ballincollig
2015-02-10,"29 The Cloisters, Ballincollig, Cork",Cork,230000,second-hand,1-38 m2,Ballincollig
2015-02-11,"6 Leemount Place, Carrigrohane, Cork",Cork,175000,second-hand,1-38 m2,Ballincollig
2015-02-12,"122 Leslies Arch, Old Quarter, Ballincollig",Cork,160000,second-hand,1-38 m2,Ballincollig
2015-02-13,"8 Leeview, Carrigrohane, Cork",Cork,140000,second-hand,1-38 m2,Ballincollig
2015-02-19,"15 Hawthorn, Inniscarra View, Ballincollig",Cork,170000,second-hand,1-38 m2,Ballincollig
2015-02-23,"28 The Crescent, Old Quarter, Ballincollig",Cork,200000,second-hand,1-38 m2,Ballincollig
2015-02-24,"129 Rosewood Est, Ballincollig, Cork",Cork,205000,second-hand,1-38 m2,Ballincollig
2015-02-25,"9 Fernwalk, Greenfields, Ballincollig",Cork,545000,second-hand,1-38 m2,Ballincollig
2015-02-26,"10 Caislean Close, Ballincollig, Cork",Cork,171000,second-hand,1-38 m2,Ballincollig
2015-02-27,"44 Church View, Ballincollig, Cork",Cork,190000,second-hand,1-38 m2,Ballincollig
2015-02-27,"73 Wyndham Downs, Ballincollig, Co Cork",Cork,257000,second-hand,1-38 m2,Ballincollig
2015-02-27,"94 Castle Park, Ballincollig, Cork",Cork,95000,second-hand,1-38 m2,Ballincollig
2015-02-27,"Santa Maria, Ministers Cross, Carrigrohane",Cork,535000,second-hand,1-38 m2,Ballincollig
2015-03-04,"30 Manor Hill, Ballincollig, Cork",Cork,235000,second-hand,1-38 m2,Ballincollig
2015-03-04,"Apt 27 The Crescent, Old Quarter, Ballincollig",Cork,190000,second-hand,1-38 m2,Ballincollig
2015-03-16,"2 Tara, An Caislean, Ballincollig",Cork,149000,second-hand,1-38 m2,Ballincollig
2015-03-19,"10 Barley Court, The Maltings, Ballincollig",Cork,120000,second-hand,1-38 m2,Ballincollig
2015-03-20,"36 Beech Road, Muskerry Estate, Ballincollig",Cork,234000,second-hand,1-38 m2,Ballincollig
2015-03-26,"12 Old Quarry, Ballincollig, Cork",Cork,161000,second-hand,1-38 m2,Ballincollig
2015-03-26,"22 Coolroe Heights, Ballincollig",Cork,247616,second-hand,1-38 m2,Ballincollig
2015-03-27,"58 The Cloisters, Ballincollig, Cork",Cork,204177,second-hand,1-38 m2,Ballincollig
2015-04-16,"60 Beech Park, Ballincollig, Cork",Cork,120000,second-hand,1-38 m2,Ballincollig
2015-04-21,"18 Avoncourt, Ballincollig, Cork",Cork,230000,second-hand,1-38 m2,Ballincollig
2015-04-21,"3 Leslies Arch, Old Quarter, Ballincollig",Cork,310000,second-hand,1-38 m2,Ballincollig
2015-04-21,"57 Glendower Court, Ballincollig, Cork",Cork,237000,second-hand,1-38 m2,Ballincollig
2015-04-22,"12 Leeview, Ballincollig, Cork",Cork,180000,second-hand,1-38 m2,Ballincollig
2015-04-29,"7 Glincool Dr, Maglin Rd, Ballincollig",Cork,360000,second-hand,1-38 m2,Ballincollig
2015-05-11,"139 Beech Park, Ballincollig, Cork",Cork,90000,second-hand,1-38 m2,Ballincollig
2015-05-14,"126 Coopers Grange, Old Quarter, Ballincollig",Cork,277000,second-hand,1-38 m2,Ballincollig
2015-05-15,"14 The Close, Coolroe Meadows, Ballincollig",Cork,280000,second-hand,1-38 m2,Ballincollig
2015-05-15,"26 Inishmhor Dr, Ballincollig, Cork",Cork,73000,second-hand,1-38 m2,Ballincollig
2015-05-18,"29 Innishmore Court, Ballincollig, Cork",Cork,142000,second-hand,1-38 m2,Ballincollig
2015-05-19,"Riverview, Inniscarra Rd, Carrigrohane",Cork,150000,second-hand,1-38 m2,Ballincollig
2015-05-21,"Blossomvale, Carrigrohane, Co Cork",Cork,220000,second-hand,1-38 m2,Ballincollig
2015-05-27,"7 Glincool Rise, Ballincollig, Cork",Cork,210000,second-hand,1-38 m2,Ballincollig
2015-05-29,"100 Leecourt, Ballincollig, Cork",Cork,201000,second-hand,1-38 m2,Ballincollig
2015-05-29,"25 Limeworth, Carrigrohane, Cork",Cork,635000,second-hand,1-38 m2,Ballincollig
2015-05-29,"Woodside, Kerrypike, Carrigrohane",Cork,260000,second-hand,1-38 m2,Ballincollig
2015-06-02,"11 Glincool Crescent, Ballincollig, Cork",Cork,241000,second-hand,1-38 m2,Ballincollig
2015-06-08,"23 Coolroe Heights, Ballincollig, Cork",Cork,230000,second-hand,1-38 m2,Ballincollig
2015-06-08,"31 Manor Hill, Ballincollig, Cork",Cork,227000,second-hand,1-38 m2,Ballincollig
2015-06-11,"1 Maglin Grove, Ballincollig",Cork,350001,new,38-125 m2,Ballincollig
2015-06-12,"98 An Caislean, Ballincollig",Cork,170000,second-hand,1-38 m2,Ballincollig
2015-06-12,"Greenfield Cottage, Ballincollig, Co Cork",Cork,220000,second-hand,1-38 m2,Ballincollig
2015-06-17,"36 Aylsbury, Ballincollig, Cork",Cork,271000,second-hand,1-38 m2,Ballincollig
2015-06-19,"119 Leslies Arch, Old Quarter, Ballincollig",Cork,175000,second-hand,1-38 m2,Ballincollig
2015-06-19,"31 Leslies Arch, Old Quarter, Ballincollig",Cork,310000,second-hand,1-38 m2,Ballincollig
2015-06-23,"39 Church View, Ballincollig, Cork",Cork,240000,second-hand,1-38 m2,Ballincollig
2015-06-23,"43 The Close, Coolroe Meadows, Ballincollig",Cork,285000,second-hand,1-38 m2,Ballincollig
2015-06-26,"15 Newgrange, An Caislean, Ballincollig",Cork,145000,second-hand,1-38 m2,Ballincollig
2015-06-26,"57 Beech Park, Ballincollig, Co Cork",Cork,60000,second-hand,1-38 m2,Ballincollig
2015-07-02,"10 Willow Dr, Muskerry Estate, Ballincollig",Cork,244000,second-hand,1-38 m2,Ballincollig
2015-07-02,"21 Aylsbury, Ballincollig, Co Cork",Cork,245000,second-hand,1-38 m2,Ballincollig
2015-07-06,"16 The Brambles, Classis Lake, Ballincollig",Cork,305000,second-hand,1-38 m2,Ballincollig
2015-07-09,"107 Oldcourt, Greenfields, Ballincollig",Cork,306000,second-hand,1-38 m2,Ballincollig
2015-07-14,"14 Westgrove, Inniscarra Rd, Ballincollig",Cork,312000,second-hand,1-38 m2,Ballincollig
2015-07-14,"Bawngarriffe, Ballincollig",Cork,85000,second-hand,1-38 m2,Ballincollig
2015-07-17,"52 Manor Hill, Ballincollig, Cork",Cork,250000,second-hand,1-38 m2,Ballincollig
2015-07-20,"69 Westcourt Heights, Ballincollig, Co Cork",Cork,210000,second-hand,1-38 m2,Ballincollig
2015-07-21,"11 The Green, Coolroe Meadows, Ballincollig",Cork,125000,second-hand,1-38 m2,Ballincollig
2015-07-28,"171 An Caislean, Ballincollig, County Cork",Cork,130100,second-hand,1-38 m2,Ballincollig
2015-07-28,"2 Daffodil Fields, Ballincollig, Cork",Cork,325000,second-hand,1-38 m2,Ballincollig
2015-07-30,"121 Leslies Arch, Old Quarter, Ballincollig",Cork,165000,second-hand,1-38 m2,Ballincollig
2015-07-31,"76 The Lawn, Coolroe Meadows, Ballincollig",Cork,205000,second-hand,1-38 m2,Ballincollig
2015-08-05,"46 Churchview, Ballincollig, Co Cork",Cork,230000,second-hand,1-38 m2,Ballincollig
2015-08-06,"33 Glendower Court, Ballincollig, Cork",Cork,256000,second-hand,1-38 m2,Ballincollig
2015-08-10,"4 Station Rd, Ballincollig, Cork",Cork,135000,second-hand,1-38 m2,Ballincollig
2015-08-13,"24 Island Way, Muskerry Estate, Ballincollig",Cork,230000,second-hand,1-38 m2,Ballincollig
2015-08-14,"163 An Caislean, Ballincollig, Cork",Cork,195000,second-hand,1-38 m2,Ballincollig
2015-08-14,"53 Manor Hill, Ballincollig, Cork",Cork,244000,second-hand,1-38 m2,Ballincollig
2015-08-17,"3 Chestnut Lawn, Classis Lake, Ballincollig",Cork,420000,second-hand,1-38 m2,Ballincollig
2015-08-18,"3 Ashton Court, Ballincollig",Cork,286000,second-hand,1-38 m2,Ballincollig
2015-08-18,"70 Leslies Arch, Old Quarter, Ballincollig",Cork,310000,second-hand,1-38 m2,Ballincollig
2015-08-21,"3 Old Court Dr, Greenfields, Ballincollig",Cork,270000,second-hand,1-38 m2,Ballincollig
2015-08-25,"10 The Cedars, Classis Lake, Ballincollig",Cork,216000,second-hand,1-38 m2,Ballincollig
2015-08-26,"116 Leecourt, Ballincollig",Cork,189750,second-hand,1-38 m2,Ballincollig
2015-08-27,"12 Aylsbury Avenue, Ballincollig",Cork,300000,second-hand,1-38 m2,Ballincollig
2015-08-31,"35 Leslies Arch, Old Quarter, Ballincollig",Cork,328000,second-hand,1-38 m2,Ballincollig
2015-09-01,"22 Parknamore Heights, Ballincollig, Cork",Cork,218000,second-hand,1-38 m2,Ballincollig
2015-09-01,"50 Beech Park, Ballincollig, Cork",Cork,175000,second-hand,1-38 m2,Ballincollig
2015-09-02,"33 Chestnut Grove, Classis Lake, Ballincollig",Cork,295000,second-hand,1-38 m2,Ballincollig
2015-09-03,"28 An Caislean Close, Ballincollig, Cork",Cork,222500,second-hand,1-38 m2,Ballincollig
2015-09-04,"117 Rosewood Est, Ballincollig, Cork",Cork,240000,second-hand,1-38 m2,Ballincollig
2015-09-04,"54 Fernwalk, Greenfields, Ballincollig",Cork,466000,second-hand,1-38 m2,Ballincollig
2015-09-04,"6 The Boulevard, Town Centre, Ballincollig",Cork,320000,second-hand,1-38 m2,Ballincollig
2015-09-04,"7 The Heathers, Classes Lake, Ballincollig",Cork,256000,second-hand,1-38 m2,Ballincollig
2015-09-04,"Bridgewater Lodge, Carrigrohane Road",Cork,336000,second-hand,1-38 m2,Ballincollig
2015-09-08,"23 The Square, Highfield Park, Ballincollig",Cork,228000,second-hand,1-38 m2,Ballincollig
2015-09-09,"11 The Cloisters, Ballincollig",Cork,210000,second-hand,1-38 m2,Ballincollig
2015-09-09,"16 Highfield Park, Ballincollig, Cork",Cork,240000,second-hand,1-38 m2,Ballincollig
2015-09-09,"19 Newgrange, An Caislean, Ballincollig",Cork,177000,second-hand,1-38 m2,Ballincollig
2015-09-11,"184 An Caislean View, Ballincollig, Cork",Cork,195000,second-hand,1-38 m2,Ballincollig
2015-09-14,"47 An Caislean, Ballincollig, Cork",Cork,181000,second-hand,1-38 m2,Ballincollig
2015-09-16,"21 The Lawn, Coolroe Meadows, Ballincollig",Cork,195000,second-hand,1-38 m2,Ballincollig
2015-09-16,"25 Island Way, Muskerry Estate, Ballincollig",Cork,260000,second-hand,1-38 m2,Ballincollig
2015-09-16,"84 Cooper'S Grange, Old Quarter, Ballincollig",Cork,282000,second-hand,1-38 m2,Ballincollig
2015-09-18,"49 Leslies Arch, Old Quarter, Ballincollig",Cork,320000,second-hand,1-38 m2,Ballincollig
2015-09-24,"44 The Close, Coolroe Meadows, Ballincollig",Cork,337000,second-hand,1-38 m2,Ballincollig
2015-09-28,"1 Parknamore, Ballincollig, Cork",Cork,215000,second-hand,1-38 m2,Ballincollig
2015-09-29,"161 An Caislean, Ballincollig, Cork",Cork,179000,second-hand,1-38 m2,Ballincollig
2015-09-29,"8 Kells, An Caislean, Ballincollig",Cork,115000,second-hand,1-38 m2,Ballincollig
2015-10-02,"4 Shortrange, The Old Powdermills, Ballincollig",Cork,183000,second-hand,1-38 m2,Ballincollig
2015-10-06,"92 Leslies Arch, Old Quarter, Ballincollig",Cork,207500,second-hand,1-38 m2,Ballincollig
2015-10-07,"125 Rosewool, Ballincollig, Cork",Cork,235000,second-hand,1-38 m2,Ballincollig
2015-10-12,"99 Leslies Arch, Old Quarter, Ballincollig",Cork,252000,second-hand,1-38 m2,Ballincollig
2015-10-14,"17 Prospect Lawn, Ballincollig, Cork",Cork,462500,second-hand,1-38 m2,Ballincollig
2015-10-20,"53 Willow Grove, Coolroe Heights, Ballincollig",Cork,300000,second-hand,1-38 m2,Ballincollig
2015-10-20,"70 Coopers Grange, Old Quarter, Ballincollig",Cork,205000,second-hand,1-38 m2,Ballincollig
2015-10-20,"Old Quarter, Ballincollig",Cork,7828777,new,125-1000 m2,Ballincollig
2015-10-23,"Carrigrohane House, Inchigaggin Lane, Model Farm Rd",Cork,775000,second-hand,1-38 m2,Ballincollig
2015-10-26,"16 Prospect Lawn, Ballincollig, Cork",Cork,275000,second-hand,1-38 m2,Ballincollig
2015-10-28,"Old Quarter, Ballincollig",Cork,7633825,new,125-1000 m2,Ballincollig
2015-10-29,"Springmount, Carrigrohane, Cork",Cork,415000,second-hand,1-38 m2,Ballincollig
2015-10-30,"42 Beech Park, Ballincollig, Cork",Cork,194000,second-hand,1-38 m2,Ballincollig
2015-11-05,"30 Holly Road, Muskerry Estate, Ballincollig",Cork,220000,second-hand,1-38 m2,Ballincollig
2015-11-06,"7 The Brambles, Classis Lake, Ballincollig",Cork,310000,second-hand,1-38 m2,Ballincollig
2015-11-06,"Carraig Rua, Upper Rocklodge, Carrigrohane",Cork,925000,second-hand,1-38 m2,Ballincollig
2015-11-12,"10 Laharan Way, Manor Farm, Ballincollig",Cork,201321,new,38-125 m2,Ballincollig
2015-11-20,"17A Aylsbury Ave, Ballincollig, Cork",Cork,280000,second-hand,1-38 m2,Ballincollig
2015-11-20,"7 Chestnut Lawn, Classis Lake, Ballincollig",Cork,455000,second-hand,1-38 m2,Ballincollig
2015-11-25,"115 Leecourt, Ballincollig, Cork",Cork,192500,second-hand,1-38 m2,Ballincollig
2015-11-25,"25 The Crescent, Old Quarter, Ballincollig",Cork,203000,second-hand,1-38 m2,Ballincollig
2015-11-25,"Laurelwood House, Carrigrohane Road, Cork",Cork,612335,new,125-1000 m2,Ballincollig
2015-11-26,"57A Willowfield, Carriglea, Ballincollig",Cork,160000,second-hand,1-38 m2,Ballincollig
2015-11-26,"58 The Lawn, Coolroe Meadows, Ballincollig",Cork,293000,second-hand,1-38 m2,Ballincollig
2015-11-27,"10 Glincool Villas, Maglin Rd, Ballincollig",Cork,215000,second-hand,1-38 m2,Ballincollig
2015-11-27,"24 The Close, Coolroe Meadows, Ballincollig",Cork,320000,second-hand,1-38 m2,Ballincollig
2015-11-30,"29 Westcourt, Ballincollig, Cork",Cork,233000,second-hand,1-38 m2,Ballincollig
2015-12-02,"2 Innishmore Square, Ballincollig",Cork,110000,second-hand,1-38 m2,Ballincollig
2015-12-03,"36 Caislean Dr, Ballincollig, Cork",Cork,200000,second-hand,1-38 m2,Ballincollig
2015-12-04,"Apt 4 Shalimar Court, Pulavone, Ballincollig",Cork,237500,second-hand,1-38 m2,Ballincollig
2015-12-07,"3 Station Rd, Ballincollig, Co Cork",Cork,185000,second-hand,1-38 m2,Ballincollig
2015-12-11,"159 Rosewood, Ballincollig",Cork,209000,second-hand,1-38 m2,Ballincollig
2015-12-11,"26 Daffodil Fields, Ballincollig, Cork",Cork,445000,second-hand,1-38 m2,Ballincollig
2015-12-14,"23 Park Road, Muskerry Estate, Ballincollig",Cork,205000,second-hand,1-38 m2,Ballincollig
2015-12-16,"31 Aylsbury Downs, Ballincollig, Cork",Cork,255000,second-hand,1-38 m2,Ballincollig
2015-12-18,"26 Granary Court, The Maltings, Ballincollig",Cork,200000,second-hand,1-38 m2,Ballincollig
2015-12-18,"57 The Lawn, Coolroe Meadows, Ballincollig",Cork,212000,second-hand,1-38 m2,Ballincollig
2015-12-18,"8 Waltham Abbey, Old Quarter, Ballincollig",Cork,415000,second-hand,1-38 m2,Ballincollig
2015-12-21,"14 Newgrange, An Caislean, Ballincollig",Cork,175000,second-hand,1-38 m2,Ballincollig
2015-12-22,"2 Granary Court, The Maltings, Ballincollig",Cork,45000,second-hand,1-38 m2,Ballincollig
2015-12-22,"72 Leslie'S Arch, Old Quarter, Ballincollig",Cork,385000,second-hand,1-38 m2,Ballincollig
2015-12-22,"Apt 26 The Crescent, Old Quarter, Ballincollig",Cork,226000,second-hand,1-38 m2,Ballincollig
2015-12-22,"Junction House, Carrigrohane, Cork",Cork,152500,second-hand,1-38 m2,Ballincollig
2015-12-23,"13 Beech Road, Muskerry Estate, Ballincollig",Cork,300000,second-hand,1-38 m2,Ballincollig
2016-01-04,"20 Prospect Lawn, Westfalia Dr, Ballincollig",Cork,415500,second-hand,1-38 m2,Ballincollig
2016-01-08,"6 Sweetbriar Lane, Ballincollig, Cork",Cork,206000,second-hand,1-38 m2,Ballincollig
2016-01-11,"4 Aylsebury Mews, Ballincollig",Cork,340000,second-hand,1-38 m2,Ballincollig
2016-01-13,"11 Waltham Abbey, Old Quarter, Ballincollig",Cork,460000,second-hand,1-38 m2,Ballincollig
2016-01-13,"168 An Caislean, Ballincollig, Cork",Cork,185000,second-hand,1-38 m2,Ballincollig
2016-01-14,"174 Beech Park, Ballincollig, Cork",Cork,215000,second-hand,1-38 m2,Ballincollig
2016-01-14,"8 Oldcourt Dr, Greenfields, Ballincollig",Cork,270000,second-hand,1-38 m2,Ballincollig
2016-01-15,"61 Leslies Arch, Old Quarter, Ballincollig",Cork,195000,second-hand,1-38 m2,Ballincollig
2016-01-22,"83A Beech Rd, Muskerry Estate, Ballincollig",Cork,60000,second-hand,1-38 m2,Ballincollig
2016-01-26,"30 Leslies Arch, Old Quarter, Ballincollig",Cork,352000,second-hand,1-38 m2,Ballincollig
2016-01-26,"60 Fernwalk, Greenfields, Ballincollig",Cork,505000,second-hand,1-38 m2,Ballincollig
2016-01-27,"4 Aisling Close, Ballincollig, Cork",Cork,226000,second-hand,1-38 m2,Ballincollig
2016-02-01,"58 Woodberry, Greenfields, Ballincollig",Cork,439000,second-hand,1-38 m2,Ballincollig
2016-02-10,"Rock Vale House, Lower Coolroe, Ballincollig",Cork,595000,second-hand,1-38 m2,Ballincollig
2016-02-11,"28 Castlepark, Ballincollig, Cork",Cork,115000,second-hand,1-38 m2,Ballincollig
2016-02-11,"74 Westcourt Heights, Ballincollig, Cork",Cork,235000,second-hand,1-38 m2,Ballincollig
2016-02-18,"12 The Meadows, West Village, Ballincollig",Cork,182500,second-hand,1-38 m2,Ballincollig
2016-02-19,"10 Aisling Close, Ballincollig, Cork",Cork,260000,second-hand,1-38 m2,Ballincollig
2016-02-22,"32 Limeworth, Carriganarra, Ballincollig",Cork,650000,second-hand,1-38 m2,Ballincollig
2016-02-23,"22 Fern Way, Classis Lake, Ballincollig",Cork,180000,second-hand,1-38 m2,Ballincollig
2016-02-24,"10 Carrigdene, Ballincollig",Cork,215000,second-hand,1-38 m2,Ballincollig
2016-02-25,"24 Fern Way, Classis Lake, Ballincollig",Cork,177500,second-hand,1-38 m2,Ballincollig
2016-02-29,"16 Shrewsbury, Ballincolig",Cork,430000,second-hand,1-38 m2,Ballincollig
2016-03-04,"1 Distillery Court, The Maltings, Ballincollig",Cork,170000,second-hand,1-38 m2,Ballincollig
2016-03-09,"5 Kells, An Caislean, Ballincollig",Cork,175000,second-hand,1-38 m2,Ballincollig
2016-03-11,"164 Willowcourt, Ballincolllig",Cork,210000,second-hand,1-38 m2,Ballincollig
2016-03-24,"3 City West Mews, Ballincollig, Cork",Cork,225000,second-hand,1-38 m2,Ballincollig
2016-03-24,"8 Maglin Circle, Ballincollig, Cork",Cork,258000,second-hand,1-38 m2,Ballincollig
2016-04-01,"33 The Cloisters, Ballincollig, Cork",Cork,180000,second-hand,1-38 m2,Ballincollig
2016-04-04,"Coolroe, Ballincollig, Cork",Cork,600000,second-hand,1-38 m2,Ballincollig
2016-04-05,"55 Leslies Arch, Old Quarter, Ballincollig",Cork,388750,second-hand,1-38 m2,Ballincollig
2016-04-06,"43 Leslies Arch, Old Quarter, Ballincollig",Cork,171800,new,38-125 m2,Ballincollig
2016-04-06,"5 Ivy Circle, Muskerry Estate, Ballincollig",Cork,170000,second-hand,1-38 m2,Ballincollig
2016-04-11,"128 Leslie'S Arch, Old Quarter, Ballincollig",Cork,200000,new,125-1000 m2,Ballincollig
2016-04-11,"37 Leslies Arch, Old Quarter, Ballincollig",Cork,168675,new,38-125 m2,Ballincollig
2016-04-11,"40 Leslies Arch, Old Quarter, Ballincollig",Cork,171806,new,38-125 m2,Ballincollig
2016-04-11,"43 Aylsbury Downs, Ballincollig, Cork",Cork,215000,second-hand,1-38 m2,Ballincollig
2016-04-14,"46 Leslies Arch, Old Quarter, Ballincollig",Cork,195000,new,38-125 m2,Ballincollig
2016-04-15,"4A Leo Murphy Terrace, Ballincollig, Cork",Cork,145000,second-hand,1-38 m2,Ballincollig
2016-04-19,"125 Leslies Arch, Old Quarter, Ballincollig",Cork,136563,new,38-125 m2,Ballincollig
2016-04-21,"12 Westgrove, Ballincollig, Co Cork",Cork,315000,second-hand,1-38 m2,Ballincollig
2016-04-21,"17 Parknamore Heights, Ballincollig, Cork",Cork,176000,second-hand,1-38 m2,Ballincollig
2016-04-21,"42 Leesdale Court, Ballincollig, Cork",Cork,217000,second-hand,1-38 m2,Ballincollig
2016-04-22,"44 Leslie'S Arch, Old Quarter, Ballincollig",Cork,200000,new,38-125 m2,Ballincollig
2016-04-27,"174 An Caislean, Ballincollig, Cork",Cork,241000,second-hand,1-38 m2,Ballincollig
2016-04-28,"100 Millers Court, Old Quarter, Ballincollig",Cork,480175,new,125-1000 m2,Ballincollig
2016-04-28,"153 Carriglea, Ballincollig, Cork",Cork,147500,second-hand,1-38 m2,Ballincollig
2016-04-29,"33 Millers Court, Old Quater, Ballincollig",Cork,248687,new,38-125 m2,Ballincollig
2016-04-29,"Kilnaglory, Ballincollig, Cork",Cork,407500,second-hand,1-38 m2,Ballincollig
2016-05-03,"130 Leslies Arch, Old Quarter, Ballincollig",Cork,213000,second-hand,1-38 m2,Ballincollig
2016-05-03,"Raheen, Carrigrohane, Cork",Cork,219000,second-hand,1-38 m2,Ballincollig
2016-05-06,"38 Leslies Arch, Old Quarter, Ballincollig",Cork,171806,new,1-38 m2,Ballincollig
2016-05-06,"39 An Caislean Dr, Ballincollig, Cork",Cork,228000,second-hand,1-38 m2,Ballincollig
2016-05-07,"127 An Caislean Way, An Caislean, Ballincollig",Cork,216000,second-hand,1-38 m2,Ballincollig
2016-05-16,"2 The Cedars, Classis Lake, Ballincollig",Cork,235000,second-hand,1-38 m2,Ballincollig
2016-05-17,"20 Innishmore Lawn, Ballincollig, Cork",Cork,110000,second-hand,1-38 m2,Ballincollig
2016-05-19,"31 The Close, Coolroe Meadows, Ballincollig",Cork,339000,second-hand,1-38 m2,Ballincollig
