title,island,locality,price,beds,size,link,date,advert_type
"Flat / Apartment in calle Nivaria, 5, Villa Ascensión-El Perú-Cruz del Señor, Santa Cruz de Tenerife",Tenerife,Santa Cruz de Tenerife,850,2,80,https://www.idealista.com/en/inmueble/91496822/,2020-12-29 10:29:47.035813+00:00,rent
"Flat / Apartment in calle Nivaria, 5, Villa Ascensión-El Perú-Cruz del Señor, Santa Cruz de Tenerife",Tenerife,Santa Cruz de Tenerife,850,2,80,https://www.idealista.com/en/inmueble/91496820/,2020-12-29 10:29:47.038978+00:00,rent
"Flat / Apartment in calle Nivaria, 5, Villa Ascensión-El Perú-Cruz del Señor, Santa Cruz de Tenerife",Tenerife,Santa Cruz de Tenerife,850,2,80,https://www.idealista.com/en/inmueble/91496819/,2020-12-29 10:29:47.042052+00:00,rent
"Flat / Apartment in calle José Antonio, Villa Ascensión-El Perú-Cruz del Señor, Santa Cruz de Tenerife",Tenerife,Santa Cruz de Tenerife,600,4,100,https://www.idealista.com/en/inmueble/91495979/,2020-12-29 10:29:47.044912+00:00,rent
"Flat / Apartment in calle Santa Ursula, 7, La Salud, Santa Cruz de Tenerife",Tenerife,Santa Cruz de Tenerife,450,2,65,https://www.idealista.com/en/inmueble/88005745/,2020-12-29 10:29:47.047841+00:00,rent
"Flat / Apartment in Los Cristianos, Arona",Tenerife,Arona,650,2,85,https://www.idealista.com/en/inmueble/91495652/,2020-12-29 10:29:47.050848+00:00,rent
"Flat / Apartment in CL/HOLANDA, Tabaiba, El Rosario",Tenerife,El Rosario,600,2,65,https://www.idealista.com/en/inmueble/91494336/,2020-12-29 10:29:47.053815+00:00,rent
"Flat / Apartment in los cristianos tenerife, NN, Los Cristianos, Arona",Tenerife,Arona,790,2,98,https://www.idealista.com/en/inmueble/91494054/,2020-12-29 10:29:47.057665+00:00,rent
"Flat / Apartment in calle de los Sueños, Salamanca-Uruguay, Santa Cruz de Tenerife",Tenerife,Santa Cruz de Tenerife,600,2,61,https://www.idealista.com/en/inmueble/91492099/,2020-12-29 10:29:47.060933+00:00,rent
"Flat / Apartment in Playa de la Arena, NN, Puerto de Santiago, Santiago del Teide",Tenerife,Santiago del Teide,850,2,90,https://www.idealista.com/en/inmueble/91492007/,2020-12-29 10:29:47.063836+00:00,rent
"Flat / Apartment in calle Cristóbal Colón, Los Cristianos, Arona",Tenerife,Arona,680,2,84,https://www.idealista.com/en/inmueble/91491893/,2020-12-29 10:29:47.066713+00:00,rent
"Flat / Apartment in calle los Ángeles, 20, Puerto de Santiago, Santiago del Teide",Tenerife,Santiago del Teide,400,2,80,https://www.idealista.com/en/inmueble/91480288/,2020-12-29 10:29:47.069733+00:00,rent
"Flat / Apartment in calle Leocadio Machado, Villa Ascensión-El Perú-Cruz del Señor, Santa Cruz de Tenerife",Tenerife,Santa Cruz de Tenerife,550,3,90,https://www.idealista.com/en/inmueble/91472058/,2020-12-29 10:29:47.072600+00:00,rent
"Flat / Apartment in calle Lia-Tavio, 7, Distrito San Antonio - Las Arenas, Puerto de la Cruz",Tenerife,Puerto de la Cruz,760,2,92,https://www.idealista.com/en/inmueble/91302414/,2020-12-29 10:29:47.075668+00:00,rent
"Flat / Apartment in Tirso de Molina, La Salle, Santa Cruz de Tenerife",Tenerife,Santa Cruz de Tenerife,800,2,80,https://www.idealista.com/en/inmueble/91316361/,2020-12-29 10:29:47.079092+00:00,rent
"Flat / Apartment in calle Noruega, Los Cristianos, Arona",Tenerife,Arona,900,2,80,https://www.idealista.com/en/inmueble/91211990/,2020-12-29 10:29:47.082931+00:00,rent
"Flat / Apartment in calle Tomas Cruz, Las Chafiras, San Miguel de Abona",Tenerife,San Miguel de Abona,490,2,75,https://www.idealista.com/en/inmueble/90824144/,2020-12-29 10:29:47.085935+00:00,rent
"Flat / Apartment in la Granja, NN, Buenavista-Chapatal, Santa Cruz de Tenerife",Tenerife,Santa Cruz de Tenerife,680,3,100,https://www.idealista.com/en/inmueble/90679902/,2020-12-29 10:29:47.088641+00:00,rent
"Flat / Apartment in calle Isla de la Gomera, 22, San Isidro, Granadilla de Abona",Tenerife,Granadilla de Abona,600,2,65,https://www.idealista.com/en/inmueble/91496212/,2020-12-29 10:29:47.091556+00:00,rent
"Flat / Apartment in avenida los Pescadores, 29, Alcalá, Guia de Isora",Tenerife,Guia de Isora,700,3,83,https://www.idealista.com/en/inmueble/91485548/,2020-12-29 10:29:47.094473+00:00,rent
"Flat / Apartment in calle El Desierto, El Fraile, Arona",Tenerife,Arona,595,2,70,https://www.idealista.com/en/inmueble/90932205/,2020-12-29 10:29:47.097302+00:00,rent
"Flat / Apartment in avenida de los Vientos, 41, Casco Urbano, Adeje",Tenerife,Adeje,700,2,84,https://www.idealista.com/en/inmueble/91127310/,2020-12-29 10:29:47.100778+00:00,rent
"Flat / Apartment in avenida de la Galga, 30, Callao Salvaje - Playa Paraíso, Adeje",Tenerife,Adeje,600,2,70,https://www.idealista.com/en/inmueble/90964147/,2020-12-29 10:29:47.103810+00:00,rent
"Flat / Apartment in avenida Agando, 45, Callao Salvaje - Playa Paraíso, Adeje",Tenerife,Adeje,600,2,70,https://www.idealista.com/en/inmueble/86299973/,2020-12-29 10:29:47.106775+00:00,rent
"Flat / Apartment in calle de Iriate, 2, Los Hoteles-Rambla-Duggi, Santa Cruz de Tenerife",Tenerife,Santa Cruz de Tenerife,750,3,93,https://www.idealista.com/en/inmueble/36630972/,2020-12-29 10:29:47.109643+00:00,rent
"Flat / Apartment in calle el Sauzal, NN, San Isidro, Granadilla de Abona",Tenerife,Granadilla de Abona,600,2,95,https://www.idealista.com/en/inmueble/91142602/,2020-12-29 10:29:47.112542+00:00,rent
"Penthouse in calle Velarde, Guanarteme, Las Palmas de Gran Canaria",Gran Canaria,Las Palmas de Gran Canaria,995,2,80,https://www.idealista.com/en/inmueble/91502436/,2020-12-29 10:29:47.115652+00:00,rent
"Flat / Apartment in calle Campillo, 29, San Gregorio, Telde",Gran Canaria,Telde,650,3,85,https://www.idealista.com/en/inmueble/91502271/,2020-12-29 10:29:47.118668+00:00,rent
"Penthouse in malaga, 10, Playa del Hombre - Taliarte - Salinetas, Telde",Gran Canaria,Telde,1200,2,70,https://www.idealista.com/en/inmueble/91502107/,2020-12-29 10:29:47.121427+00:00,rent
"Flat / Apartment in Henry Dunant, 17, Escaleritas - La Feria, Las Palmas de Gran Canaria",Gran Canaria,Las Palmas de Gran Canaria,600,3,68,https://www.idealista.com/en/inmueble/91500245/,2020-12-29 10:29:47.124279+00:00,rent
"Flat / Apartment in Luis Doreste Silva, 4, Arenales - Lugo - Avda Marítima, Las Palmas de Gran Canaria",Gran Canaria,Las Palmas de Gran Canaria,700,2,61,https://www.idealista.com/en/inmueble/91499457/,2020-12-29 10:29:47.127179+00:00,rent
"Flat / Apartment in Santa Catalina - Canteras, Las Palmas de Gran Canaria",Gran Canaria,Las Palmas de Gran Canaria,850,2,80,https://www.idealista.com/en/inmueble/91499038/,2020-12-29 10:29:47.130150+00:00,rent
"Flat / Apartment in calle Lopez Botas, 26, Callejón del Castillo - El Calero - Las Huesas, Telde",Gran Canaria,Telde,550,3,85,https://www.idealista.com/en/inmueble/29963220/,2020-12-29 10:29:47.133131+00:00,rent
"Flat / Apartment in Parroco Villar Reyna, NN, Altavista - Don Zoilo, Las Palmas de Gran Canaria",Gran Canaria,Las Palmas de Gran Canaria,800,2,95,https://www.idealista.com/en/inmueble/91494103/,2020-12-29 10:29:47.136083+00:00,rent
"Flat / Apartment in Violeta, La Garita - Marpequeña, Telde",Gran Canaria,Telde,450,2,65,https://www.idealista.com/en/inmueble/91492756/,2020-12-29 10:29:47.139166+00:00,rent
"Flat / Apartment in Tomas miller, NN, Santa Catalina - Canteras, Las Palmas de Gran Canaria",Gran Canaria,Las Palmas de Gran Canaria,750,2,65,https://www.idealista.com/en/inmueble/91491994/,2020-12-29 10:29:47.142096+00:00,rent
"Flat / Apartment in Lomo la Plana, 18, Siete Palmas, Las Palmas de Gran Canaria",Gran Canaria,Las Palmas de Gran Canaria,700,3,100,https://www.idealista.com/en/inmueble/91491867/,2020-12-29 10:29:47.144957+00:00,rent
"Flat / Apartment in Manuel Naranjo Blanco, 3, La Pardilla - San Antonio, Telde",Gran Canaria,Telde,550,2,95,https://www.idealista.com/en/inmueble/87757873/,2020-12-29 10:29:47.147848+00:00,rent
"Flat / Apartment in la naval, 225, La Isleta, Las Palmas de Gran Canaria",Gran Canaria,Las Palmas de Gran Canaria,600,3,80,https://www.idealista.com/en/inmueble/91491707/,2020-12-29 10:29:47.150872+00:00,rent
"Flat / Apartment in Carvajal, NN, Arenales - Lugo - Avda Marítima, Las Palmas de Gran Canaria",Gran Canaria,Las Palmas de Gran Canaria,900,2,74,https://www.idealista.com/en/inmueble/91491588/,2020-12-29 10:29:47.153849+00:00,rent
"Flat / Apartment in Mesa y lopez, Santa Catalina - Canteras, Las Palmas de Gran Canaria",Gran Canaria,Las Palmas de Gran Canaria,750,3,94,https://www.idealista.com/en/inmueble/91491567/,2020-12-29 10:29:47.156642+00:00,rent
"Flat / Apartment in calle Churruca, Guanarteme, Las Palmas de Gran Canaria",Gran Canaria,Las Palmas de Gran Canaria,1200,2,65,https://www.idealista.com/en/inmueble/91488408/,2020-12-29 10:29:47.159761+00:00,rent
"Flat / Apartment in calle virgen de montserrat, 6, Schamann - Rehoyas, Las Palmas de Gran Canaria",Gran Canaria,Las Palmas de Gran Canaria,450,3,50,https://www.idealista.com/en/inmueble/33157286/,2020-12-29 10:29:47.162791+00:00,rent
"Flat / Apartment in calle de Marbella, 22, Les Maravelles, Palma de Mallorca",Mallorca,Palma de Mallorca,900,2,68,https://www.idealista.com/en/inmueble/91502003/,2020-12-29 10:29:47.165640+00:00,rent
Flat / Apartment in Campos,Mallorca,Campos,595,3,85,https://www.idealista.com/en/inmueble/91502227/,2020-12-29 10:29:47.168310+00:00,rent
Flat / Apartment in Campos,Mallorca,Campos,600,3,85,https://www.idealista.com/en/inmueble/88883592/,2020-12-29 10:29:47.171247+00:00,rent
"Flat / Apartment in Rafaletes, 16, La Bonanova - Porto Pi, Palma de Mallorca",Mallorca,Palma de Mallorca,1100,3,100,https://www.idealista.com/en/inmueble/91502008/,2020-12-29 10:29:47.174302+00:00,rent
"Flat / Apartment in calle de l'Arxiduc Lluis Salvador, 62, Plaça de Toros, Palma de Mallorca",Mallorca,Palma de Mallorca,850,3,80,https://www.idealista.com/en/inmueble/91501610/,2020-12-29 10:29:47.177128+00:00,rent
"Flat / Apartment in calle de la Gruta, Portixol-Molinar, Palma de Mallorca",Mallorca,Palma de Mallorca,960,3,95,https://www.idealista.com/en/inmueble/91477199/,2020-12-29 10:29:47.180081+00:00,rent
"Flat / Apartment in Ferro, 12, Sta Catalina - El Jonquet, Palma de Mallorca",Mallorca,Palma de Mallorca,850,3,85,https://www.idealista.com/en/inmueble/91500988/,2020-12-29 10:29:47.183127+00:00,rent
"Flat / Apartment in Llucmajor Interior, Llucmajor",Mallorca,Llucmajor,700,2,88,https://www.idealista.com/en/inmueble/91500800/,2020-12-29 10:29:47.186126+00:00,rent
"Flat / Apartment in Gabriel Roca, 24, Paseo Marítimo, Palma de Mallorca",Mallorca,Palma de Mallorca,900,2,70,https://www.idealista.com/en/inmueble/91500417/,2020-12-29 10:29:47.188970+00:00,rent
"Flat / Apartment in plaza de ses Fotges, Muro",Mallorca,Muro,1200,3,100,https://www.idealista.com/en/inmueble/91499972/,2020-12-29 10:29:47.191837+00:00,rent
"Flat / Apartment in Caro, 2, Sta Catalina - El Jonquet, Palma de Mallorca",Mallorca,Palma de Mallorca,1050,3,90,https://www.idealista.com/en/inmueble/91499760/,2020-12-29 10:29:47.194862+00:00,rent
"Penthouse in calle Puig d'Alaró, 14, Cala Major, Palma de Mallorca",Mallorca,Palma de Mallorca,850,2,78,https://www.idealista.com/en/inmueble/81760539/,2020-12-29 10:29:47.197872+00:00,rent
"Flat / Apartment in paseo de mallorca, Sant Jaume, Palma de Mallorca",Mallorca,Palma de Mallorca,1000,3,96,https://www.idealista.com/en/inmueble/91498575/,2020-12-29 10:29:47.200754+00:00,rent
"Flat / Apartment in Son Rapinya - Los Almendros, Palma de Mallorca",Mallorca,Palma de Mallorca,795,2,81,https://www.idealista.com/en/inmueble/90974804/,2020-12-29 10:29:47.203721+00:00,rent
"Flat / Apartment in Sant Jaume, Palma de Mallorca",Mallorca,Palma de Mallorca,900,2,75,https://www.idealista.com/en/inmueble/91498199/,2020-12-29 10:29:47.206638+00:00,rent
"Flat / Apartment in El Toro, Calvià",Mallorca,Calvia,950,2,75,https://www.idealista.com/en/inmueble/82404697/,2020-12-29 10:29:47.209539+00:00,rent
"Penthouse in Gran Via Puig de Galatzó, Santa Ponça, Calvià",Mallorca,Calvia,675,2,50,https://www.idealista.com/en/inmueble/91495546/,2020-12-29 10:29:47.212444+00:00,rent
"Flat / Apartment in El Toro, Calvià",Mallorca,Calvia,950,2,75,https://www.idealista.com/en/inmueble/91494253/,2020-12-29 10:29:47.215470+00:00,rent
"Penthouse in calle 31 de diciembre, NN, Bons Aires, Palma de Mallorca",Mallorca,Palma de Mallorca,900,2,60,https://www.idealista.com/en/inmueble/91131446/,2020-12-29 10:29:47.218464+00:00,rent
"Flat / Apartment in plaza de la Quartera, 3, Sindicat, Palma de Mallorca",Mallorca,Palma de Mallorca,775,2,60,https://www.idealista.com/en/inmueble/90639851/,2020-12-29 10:29:47.221302+00:00,rent
"Penthouse in Av de la Platja, Palmanova, Calvià",Mallorca,Calvia,950,2,75,https://www.idealista.com/en/inmueble/90789749/,2020-12-29 10:29:47.224339+00:00,rent
"Flat / Apartment in La Seu - Cort - Monti-Sion, Palma de Mallorca",Mallorca,Palma de Mallorca,975,3,90,https://www.idealista.com/en/inmueble/91497643/,2020-12-29 10:29:47.227596+00:00,rent
"Flat / Apartment in Sta Catalina - El Jonquet, Palma de Mallorca",Mallorca,Palma de Mallorca,1050,3,80,https://www.idealista.com/en/inmueble/91497614/,2020-12-29 10:29:47.231907+00:00,rent
"Flat / Apartment in Boanire, 9, Sant Jaume, Palma de Mallorca",Mallorca,Palma de Mallorca,1180,2,85,https://www.idealista.com/en/inmueble/91497285/,2020-12-29 10:29:47.236113+00:00,rent
"Flat / Apartment in Rafaletes, 16, La Bonanova - Porto Pi, Palma de Mallorca",Mallorca,Palma de Mallorca,995,3,100,https://www.idealista.com/en/inmueble/91497145/,2020-12-29 10:29:47.239874+00:00,rent
"Flat / Apartment in Sant Agustí, Palma de Mallorca",Mallorca,Palma de Mallorca,800,2,50,https://www.idealista.com/en/inmueble/91496892/,2020-12-29 10:29:47.242809+00:00,rent
"Flat / Apartment in avenida Argentina, 7, Sta Catalina - El Jonquet, Palma de Mallorca",Mallorca,Palma de Mallorca,995,2,90,https://www.idealista.com/en/inmueble/91496770/,2020-12-29 10:29:47.245814+00:00,rent
"Flat / Apartment in La Seu - Cort - Monti-Sion, Palma de Mallorca",Mallorca,Palma de Mallorca,1600,2,100,https://www.idealista.com/en/inmueble/91496664/,2020-12-29 10:29:47.248856+00:00,rent
"Flat / Apartment in Portixol-Molinar, Palma de Mallorca",Mallorca,Palma de Mallorca,850,2,60,https://www.idealista.com/en/inmueble/91496582/,2020-12-29 10:29:47.251808+00:00,rent
"Flat / Apartment in La Seu - Cort - Monti-Sion, Palma de Mallorca",Mallorca,Palma de Mallorca,975,3,80,https://www.idealista.com/en/inmueble/91496416/,2020-12-29 10:29:47.254726+00:00,rent
"Flat / Apartment in calle de Ribas, Establiments - Son Sardina, Palma de Mallorca",Mallorca,Palma de Mallorca,690,2,85,https://www.idealista.com/en/inmueble/91496157/,2020-12-29 10:29:47.257698+00:00,rent
"Flat / Apartment in calle Hernán Cortés, 6, Cala Ratjada",Mallorca,Cala Ratjada,590,2,60,https://www.idealista.com/en/inmueble/91496019/,2020-12-29 10:29:47.260695+00:00,rent
"Duplex in calle dels Paraires, La Seu - Cort - Monti-Sion, Palma de Mallorca",Mallorca,Palma de Mallorca,900,2,75,https://www.idealista.com/en/inmueble/91495611/,2020-12-29 10:29:47.263637+00:00,rent
"Flat / Apartment in Sant Agustí, Palma de Mallorca",Mallorca,Palma de Mallorca,1000,2,90,https://www.idealista.com/en/inmueble/91495591/,2020-12-29 10:29:47.266569+00:00,rent
"Flat / Apartment in Paseo Marítimo, Palma de Mallorca",Mallorca,Palma de Mallorca,900,2,70,https://www.idealista.com/en/inmueble/91495606/,2020-12-29 10:29:47.269512+00:00,rent
"Flat / Apartment in calle de Cotoner, Sta Catalina - El Jonquet, Palma de Mallorca",Mallorca,Palma de Mallorca,1300,2,100,https://www.idealista.com/en/inmueble/91495547/,2020-12-29 10:29:47.272316+00:00,rent
"Flat / Apartment in avenida de Gabriel Roca, El Terreno, Palma de Mallorca",Mallorca,Palma de Mallorca,950,2,70,https://www.idealista.com/en/inmueble/36229076/,2020-12-29 10:29:47.275232+00:00,rent
"Penthouse in calle del 31 de Desembre, Bons Aires, Palma de Mallorca",Mallorca,Palma de Mallorca,950,2,60,https://www.idealista.com/en/inmueble/91495463/,2020-12-29 10:29:47.278203+00:00,rent
"Flat / Apartment in calle de la Milana, Maioris-Puig de Ros, Llucmajor",Mallorca,Llucmajor,775,2,66,https://www.idealista.com/en/inmueble/91495425/,2020-12-29 10:29:47.281054+00:00,rent
"Flat / Apartment in canonge sebastia gili, Son Serra - La Vileta - Son Pereto, Palma de Mallorca",Mallorca,Palma de Mallorca,975,3,95,https://www.idealista.com/en/inmueble/91494988/,2020-12-29 10:29:47.283908+00:00,rent
"Flat / Apartment in Son Xigala, Palma de Mallorca",Mallorca,Palma de Mallorca,950,3,90,https://www.idealista.com/en/inmueble/88221919/,2020-12-29 10:29:47.286773+00:00,rent
"Flat / Apartment in El Forti, Palma de Mallorca",Mallorca,Palma de Mallorca,950,2,80,https://www.idealista.com/en/inmueble/91494903/,2020-12-29 10:29:47.289714+00:00,rent
"Flat / Apartment in calle CABANA, Sa Cabana - Can Carbonell - Ses Cases Noves, Marratxi",Mallorca,Marratxi,700,3,85,https://www.idealista.com/en/inmueble/91494842/,2020-12-29 10:29:47.292492+00:00,rent
"Flat / Apartment in avenida de Gabriel Roca, NN, La Seu - Cort - Monti-Sion, Palma de Mallorca",Mallorca,Palma de Mallorca,900,2,70,https://www.idealista.com/en/inmueble/91494517/,2020-12-29 10:29:47.295432+00:00,rent
"Flat / Apartment in Camp d'En Serralta , Palma de Mallorca",Mallorca,Palma de Mallorca,1200,2,100,https://www.idealista.com/en/inmueble/91494280/,2020-12-29 10:29:47.298435+00:00,rent
"Flat / Apartment in Arxiduc, Palma de Mallorca",Mallorca,Palma de Mallorca,825,2,75,https://www.idealista.com/en/inmueble/91494256/,2020-12-29 10:29:47.301744+00:00,rent
"Penthouse in Camp Redo, Palma de Mallorca",Mallorca,Palma de Mallorca,850,2,90,https://www.idealista.com/en/inmueble/91494083/,2020-12-29 10:29:47.304507+00:00,rent
Flat / Apartment in Sineu,Mallorca,Sineu,650,3,90,https://www.idealista.com/en/inmueble/91493756/,2020-12-29 10:29:47.307487+00:00,rent
"Flat / Apartment in Joan miro, Sant Agustí, Palma de Mallorca",Mallorca,Palma de Mallorca,1000,2,85,https://www.idealista.com/en/inmueble/91493706/,2020-12-29 10:29:47.310395+00:00,rent
Flat / Apartment in Sineu,Mallorca,Sineu,600,2,80,https://www.idealista.com/en/inmueble/91492713/,2020-12-29 10:29:47.313388+00:00,rent
"Flat / Apartment in La Seu - Cort - Monti-Sion, Palma de Mallorca",Mallorca,Palma de Mallorca,650,2,60,https://www.idealista.com/en/inmueble/91491679/,2020-12-29 10:29:47.316308+00:00,rent
"Flat / Apartment in Bons Aires, Palma de Mallorca",Mallorca,Palma de Mallorca,950,2,60,https://www.idealista.com/en/inmueble/91491423/,2020-12-29 10:29:47.319237+00:00,rent
"Flat / Apartment in Ses Cadenes-Arenal, Palma de Mallorca",Mallorca,Palma de Mallorca,1550,3,90,https://www.idealista.com/en/inmueble/91491222/,2020-12-29 10:29:47.322280+00:00,rent
"Flat / Apartment in Sta Catalina - El Jonquet, Palma de Mallorca",Mallorca,Palma de Mallorca,990,3,100,https://www.idealista.com/en/inmueble/91489878/,2020-12-29 10:29:47.325210+00:00,rent
"Flat / Apartment in Portixol-Molinar, Palma de Mallorca",Mallorca,Palma de Mallorca,950,2,95,https://www.idealista.com/en/inmueble/91488656/,2020-12-29 10:29:47.328126+00:00,rent
"Flat / Apartment in calle Francesc Suau, 13, Bons Aires, Palma de Mallorca",Mallorca,Palma de Mallorca,795,3,95,https://www.idealista.com/en/inmueble/91488492/,2020-12-29 10:29:47.330941+00:00,rent
"Flat / Apartment in Tintorera, 22, Port d'Andratx, Andratx",Mallorca,Andratx,950,2,65,https://www.idealista.com/en/inmueble/91487513/,2020-12-29 10:29:47.334053+00:00,rent
"Flat / Apartment in Arxiduc, Palma de Mallorca",Mallorca,Palma de Mallorca,750,2,90,https://www.idealista.com/en/inmueble/91483105/,2020-12-29 10:29:47.337009+00:00,rent
"Flat / Apartment in Sant Agustí, Palma de Mallorca",Mallorca,Palma de Mallorca,1600,2,80,https://www.idealista.com/en/inmueble/90714211/,2020-12-29 10:29:47.340019+00:00,rent
"Flat / Apartment in Sant Agustí, Palma de Mallorca",Mallorca,Palma de Mallorca,1600,2,80,https://www.idealista.com/en/inmueble/90666644/,2020-12-29 10:29:47.342914+00:00,rent
"Flat / Apartment in Plaça de Toros, Palma de Mallorca",Mallorca,Palma de Mallorca,725,2,70,https://www.idealista.com/en/inmueble/85076094/,2020-12-29 10:29:47.345998+00:00,rent
"Flat / Apartment in rei marti, La Soledat, Palma de Mallorca",Mallorca,Palma de Mallorca,850,3,95,https://www.idealista.com/en/inmueble/91103595/,2020-12-29 10:29:47.348769+00:00,rent
"Flat / Apartment in Cala Major, Palma de Mallorca",Mallorca,Palma de Mallorca,1500,3,100,https://www.idealista.com/en/inmueble/91082227/,2020-12-29 10:29:47.351861+00:00,rent
"Flat / Apartment in Sant Jaume, Palma de Mallorca",Mallorca,Palma de Mallorca,1180,2,80,https://www.idealista.com/en/inmueble/91447857/,2020-12-29 10:29:47.354754+00:00,rent
"Penthouse in Badia Blava-Badia Gran-Tolleric, Llucmajor",Mallorca,Llucmajor,750,2,68,https://www.idealista.com/en/inmueble/91289654/,2020-12-29 10:29:47.357665+00:00,rent
"Flat / Apartment in Virgili, 5, Can Pastilla, Palma de Mallorca",Mallorca,Palma de Mallorca,700,2,80,https://www.idealista.com/en/inmueble/91440012/,2020-12-29 10:29:47.360490+00:00,rent
"Flat / Apartment in Vistalegre, 6, La Bonanova - Porto Pi, Palma de Mallorca",Mallorca,Palma de Mallorca,850,2,80,https://www.idealista.com/en/inmueble/91308726/,2020-12-29 10:29:47.364096+00:00,rent
Penthouse in Sineu,Mallorca,Sineu,600,2,95,https://www.idealista.com/en/inmueble/88253470/,2020-12-29 10:29:47.367033+00:00,rent
"Flat / Apartment in cardenal rosell, Coll d'En Rabassa, Palma de Mallorca",Mallorca,Palma de Mallorca,1000,2,70,https://www.idealista.com/en/inmueble/90168797/,2020-12-29 10:29:47.369995+00:00,rent
"Flat / Apartment in calle Miquel Gaietà Soler, Son Cotoner, Palma de Mallorca",Mallorca,Palma de Mallorca,800,3,65,https://www.idealista.com/en/inmueble/91097573/,2020-12-29 10:29:47.372729+00:00,rent
"Flat / Apartment in Cardenal Rossell, Coll d'En Rabassa, Palma de Mallorca",Mallorca,Palma de Mallorca,1000,2,70,https://www.idealista.com/en/inmueble/90832091/,2020-12-29 10:29:47.375722+00:00,rent
"Flat / Apartment in calle del Bisbe Jaume, 3, La Bonanova - Porto Pi, Palma de Mallorca",Mallorca,Palma de Mallorca,850,2,90,https://www.idealista.com/en/inmueble/91366935/,2020-12-29 10:29:47.378708+00:00,rent
"Duplex in calle de Bonany, 96, Sant Joan",Mallorca,Sant Joan,650,2,88,https://www.idealista.com/en/inmueble/91230799/,2020-12-29 10:29:47.381632+00:00,rent
"Flat / Apartment in DAMAS CALVET, El Forti, Palma de Mallorca",Mallorca,Palma de Mallorca,900,3,85,https://www.idealista.com/en/inmueble/85617169/,2020-12-29 10:29:47.384382+00:00,rent
"Flat / Apartment in Jaume villanueva, Rafal Nou - Estadi Balear - Son Malferit, Palma de Mallorca",Mallorca,Palma de Mallorca,875,2,80,https://www.idealista.com/en/inmueble/91301663/,2020-12-29 10:29:47.387321+00:00,rent
"Flat / Apartment in calle de Galdent, Llucmajor Interior, Llucmajor",Mallorca,Llucmajor,670,2,75,https://www.idealista.com/en/inmueble/91380618/,2020-12-29 10:29:47.390311+00:00,rent
"Flat / Apartment in calle de la Torre d'en Bibiloni, Foners, Palma de Mallorca",Mallorca,Palma de Mallorca,750,2,70,https://www.idealista.com/en/inmueble/88016940/,2020-12-29 10:29:47.393121+00:00,rent
"Flat / Apartment in Sant Agustí, Palma de Mallorca",Mallorca,Palma de Mallorca,1700,2,95,https://www.idealista.com/en/inmueble/90981575/,2020-12-29 10:29:47.396006+00:00,rent
"Flat / Apartment in calle de la Cala, Portixol-Molinar, Palma de Mallorca",Mallorca,Palma de Mallorca,950,2,95,https://www.idealista.com/en/inmueble/91276382/,2020-12-29 10:29:47.398936+00:00,rent
"Flat / Apartment in avenida de Gabriel Roca, 44, La Bonanova - Porto Pi, Palma de Mallorca",Mallorca,Palma de Mallorca,800,2,80,https://www.idealista.com/en/inmueble/91367271/,2020-12-29 10:29:47.401902+00:00,rent
"Flat / Apartment in Sta Catalina - El Jonquet, Palma de Mallorca",Mallorca,Palma de Mallorca,770,3,90,https://www.idealista.com/en/inmueble/91259244/,2020-12-29 10:29:47.404660+00:00,rent
"Flat / Apartment in calle d'Antoni Maria Alcover, Camp d'En Serralta , Palma de Mallorca",Mallorca,Palma de Mallorca,950,3,80,https://www.idealista.com/en/inmueble/86828940/,2020-12-29 10:29:47.407579+00:00,rent
"Flat / Apartment in Son Ametller, Marratxi",Mallorca,Marratxi,800,3,95,https://www.idealista.com/en/inmueble/91149304/,2020-12-29 10:29:47.410523+00:00,rent
"Flat / Apartment in calle Aragón, El Vivero, Palma de Mallorca",Mallorca,Palma de Mallorca,680,2,65,https://www.idealista.com/en/inmueble/28793870/,2020-12-29 10:29:47.413340+00:00,rent
"Duplex in calle del Vi, 15, La Llotja, Palma de Mallorca",Mallorca,Palma de Mallorca,950,2,75,https://www.idealista.com/en/inmueble/38598433/,2020-12-29 10:29:47.416157+00:00,rent
"Flat / Apartment in Chayofa, Arona",Tenerife,Arona,128000,1,73,https://www.idealista.com/en/inmueble/85672209/,2020-12-29 10:29:47.419117+00:00,sale
"Flat / Apartment in llano dl camello, Las Chafiras, San Miguel de Abona",Tenerife,San Miguel de Abona,100000,2,84,https://www.idealista.com/en/inmueble/91511430/,2020-12-29 10:29:47.422037+00:00,sale
"Flat / Apartment in Puerto de Santiago, Santiago del Teide",Tenerife,Santiago del Teide,163000,1,60,https://www.idealista.com/en/inmueble/91517811/,2020-12-29 10:29:47.424905+00:00,sale
"Flat / Apartment in calle Quetzal, NN, San Miguel de Abona",Tenerife,San Miguel de Abona,100000,2,84,https://www.idealista.com/en/inmueble/91510735/,2020-12-29 10:29:47.427910+00:00,sale
"Flat / Apartment in calle de El Calamar, 3, Los Abrigos, Granadilla de Abona",Tenerife,Granadilla de Abona,110000,2,73,https://www.idealista.com/en/inmueble/91507809/,2020-12-29 10:29:47.430921+00:00,sale
"Flat / Apartment in Las Chafiras, San Miguel de Abona",Tenerife,San Miguel de Abona,100000,2,84,https://www.idealista.com/en/inmueble/90765070/,2020-12-29 10:29:47.433792+00:00,sale
